-1,1
0.76,0.24
0.08,0.92
0.45,0.55
0.51,0.49
0.09,0.91
0.45,0.55
0.09,0.91
0.32,0.68
0.21,0.79
0.02,0.98
0.56,0.44
0.3,0.7
0.51,0.49
0.19,0.81
0.1,0.9
0.11,0.89
0.19,0.81
0.52,0.48
0.2,0.8
0.16,0.84
0.3,0.7
0.78,0.22
0.72,0.28
0.66,0.34
0.39,0.61
0.51,0.49
