0.029409453	-0.028771281	-0.15186727	-0.16915584	-0.0014620423	0.0257691	-0.015665859	-0.00670518	0.17463316	-0.21854085	0.18297601	-0.10039568	-0.103443086	-0.3016529	-0.2649295	0.13950858	-0.10415092	-0.12959307	-0.059662193	-0.039908856	-0.10084432	0.34380683	-0.026231378	-0.061569273	-0.077084504	0.10884124	-0.07412317	-0.23366956	0.1737389	-0.012224242	0.13583246	0.032219917	0.06280875	0.03390993	-0.3291492	0.082588166	-0.30318365	-0.08164927	0.032341316	0.030653596	0.06838539	-0.01789508	-0.19071776	0.054944992	0.09720394	0.2519457	-0.07493321	0.24331713	0.108376175	0.0072536096	-0.13031442	0.041881055	0.06567706	-0.05115059	-0.11648743	-0.042268604	-0.9484976	-0.19001639	-0.16628672	0.025377065	-0.03243208	0.38607472	0.06649727	0.117616415
0.041600086	0.11859396	0.017343909	-0.041216373	-0.008250326	0.144808	-0.04494074	0.006745845	-0.07758206	-0.22441256	0.22320314	-0.09583601	-0.14478314	-0.33762085	-0.23003843	-0.015331648	-0.07403177	0.101721495	0.067352176	-0.13547713	-0.09795892	0.17239565	0.10488242	0.045613185	-0.12173594	0.120067	-0.050371878	-0.16435987	0.3441739	0.09743896	0.18113369	-0.11117667	0.038417965	0.25833687	-0.051541388	0.10500446	-0.30830115	-0.0828363	0.045384094	0.0751389	0.10633832	0.00616353	-0.449395	-0.19864911	0.042188615	0.19864118	-0.07520643	0.36587444	0.095837474	-0.079725094	-0.10361707	-0.1559075	-0.0026379377	-0.09614918	-0.17086229	0.0155738	-0.85376114	-0.06449169	-0.15010719	0.095904246	0.046557546	0.32418108	0.07051781	-0.010231078
0.16282684	0.25703648	0.15925762	-0.22237504	0.06616855	0.4230116	-0.63061404	-0.23408924	-0.34185034	0.002695322	-0.31229267	-0.56647646	-0.37504262	-0.017356128	0.49877053	-0.12711522	-0.26916808	-0.030666173	-0.23535034	-0.110743664	0.35852155	-0.30333716	-0.4565763	-0.3288545	0.47476897	0.12873808	0.08316961	-0.45043632	0.40943664	-0.4160967	-0.2653002	0.05083099	-0.27685642	0.096239306	-1.0618789	0.010666817	-0.029468238	-0.1226486	-0.041412868	0.1436725	0.3555212	0.16732246	0.15053147	-0.24368823	0.22325876	0.5926613	0.03101553	0.5525663	0.36391306	0.35378733	-0.32246882	0.10795586	-0.3757442	-0.21120727	0.31808782	-0.57205373	-0.9172281	-0.014838219	0.16330138	-0.3425345	-0.3462237	0.41083154	0.6240053	-0.1071569
-0.78973436	-0.17215356	2.2286487	0.7901442	-0.7464198	-2.4830105	-0.19311826	1.143517	-1.7126755	1.5872556	0.9349507	0.29761294	-1.7791348	-0.116692334	-0.51238877	1.2689818	1.3092933	-0.15725133	0.17024916	0.25479725	-0.34244743	2.0114577	0.035330147	-0.20447785	1.8369025	-0.34606057	1.034138	-0.067819476	-0.14642966	-0.13477924	0.7472744	-0.48094732	-1.4575274	-0.28096938	-1.6710562	2.0433593	0.8251025	-0.66276014	1.9436805	-1.0076541	-0.16110101	-0.4086283	-0.6019423	1.9650388	0.5120989	0.73707217	0.22901109	0.40773392	0.9125322	0.9722381	0.7133904	-1.0452425	-0.5685779	-0.77245945	0.38473982	-0.55325216	-0.3127098	-1.5843396	-0.39816362	-1.3778967	1.004225	0.20586222	-0.28466293	0.044297308
0.1726956	-0.39028803	0.3950253	0.19178957	0.4087247	0.4305622	0.26841483	0.44806996	-0.34881872	-0.426127	0.9721693	-0.88953674	0.06908405	0.11423066	0.06405562	0.31825522	0.24320963	-0.003991097	0.07912427	0.42911845	0.19047472	0.41982794	-0.13260892	-0.04815325	0.1842593	0.5935566	0.04533547	-0.46443266	-0.22425485	0.38933846	0.45307592	0.72226375	0.038249224	-0.19109946	-0.30757213	0.22616172	-0.11645764	0.638242	-0.06794406	0.48255515	-0.8181957	0.28455326	-0.07518506	-0.06047815	-0.52706707	-0.1908639	0.110681236	0.42217362	-0.035359263	-0.08846248	-0.34840894	-0.029658921	-0.042251967	-1.0986822	-0.31935775	0.2836368	-0.68876684	-0.453228	-0.08910859	-0.17769259	0.36609632	1.4197772	-0.30806205	-0.020503461
-0.07880819	0.279789	0.36735576	-0.2117089	0.650583	-0.20932381	0.025189131	0.42321807	0.24528106	-0.57930696	0.25106445	-0.2560622	0.7930946	-0.9758836	-0.12543431	-0.4858884	0.17883375	-0.14861289	0.656448	0.10062766	-0.46585634	0.7871681	0.44636804	-0.5725482	0.6442495	0.6362144	0.77264106	0.41899464	0.063417554	0.03794992	0.62047017	-0.2959801	-0.26648676	0.048463076	0.061846673	0.41169873	-0.72580796	-0.48695138	0.3995141	-0.80011	0.18894875	0.87111586	-0.4090075	-0.66979915	-0.4281694	0.1511401	-1.0857491	1.1858509	-1.2269043	-0.01761839	-1.1530895	-0.1492808	-0.5002093	-0.93503624	-0.3388266	0.23178977	-0.39877754	-0.091629565	-0.42258817	0.26667917	-0.45393407	-0.068898916	-0.2216884	-0.02894646
0.2010639	0.014622301	0.1917144	-0.053650856	-0.10486388	-0.027341321	-0.1754096	-0.049457	-0.11379187	0.16655362	0.12975436	-0.23199943	-0.039439797	-0.026870102	-0.12190217	0.08092529	0.17587435	0.03308806	0.08820081	-0.31306905	-0.08703992	0.19308466	0.006873682	-0.11581722	-0.13138294	-0.0011972785	-0.25763285	-0.19721505	0.28756633	-0.070139065	0.18335977	0.097623646	0.0036137402	0.047048986	-0.07880169	0.07183236	-0.37042105	-0.3394813	0.024727732	-0.2939601	0.11974317	-0.039629422	-0.33460212	-0.049558997	0.12919198	0.023224711	-0.061458975	0.30422777	0.23040774	-0.012537053	0.0844695	-0.14634235	0.09285192	0.20036694	-0.12104614	-0.18318379	-0.99924874	-0.07944816	-0.42906654	-0.07937142	-0.13326198	0.46754685	0.20300987	0.21464622
-0.23089504	-0.008815289	-0.031483114	-0.07370186	0.048908383	0.06502609	0.057189345	0.1819669	-0.024959564	-0.08572534	0.1612007	-0.19228017	0.0026937127	-0.13640365	-0.32617265	-0.063191146	-0.023960799	-0.035500526	-0.006043166	0.021615045	-0.07506603	0.33931208	0.11756322	0.17451894	0.07363246	0.25534606	-0.04297982	0.021609843	0.0040732026	-0.07507683	-0.11991989	-0.1050421	-0.07054594	-0.079581976	-0.2515557	0.27099594	-0.40833813	-0.35033	-0.036776073	-0.2101658	0.19846351	-0.09175968	-0.26179695	-0.057326764	-0.06633335	0.2497108	-0.16712815	0.5546318	0.17223623	-0.09625412	-0.16601793	0.15403433	-0.13214262	-0.2285595	-0.1635411	-0.10804261	-0.8594965	-0.03641838	-0.047132075	-0.033842698	0.049638122	0.45153528	-0.17050539	0.25345135
0.0081001595	-0.073017746	-0.014575005	-0.03522271	-0.06493342	0.12816483	-0.06445402	-0.0735216	0.07697435	-0.13204326	0.09459379	-0.06258637	-0.15360218	-0.16015916	-0.34668943	0.073593706	-0.14173461	-0.081255645	-0.05227974	-0.12855336	-0.020334423	0.3110127	-0.019464672	0.038965315	0.0047005937	0.09854734	0.030386493	-0.25748318	0.26323575	0.06382512	-0.138006	0.13651314	-0.00195992	0.10712468	-0.054566205	0.16996077	-0.39574817	0.12162876	0.07583643	-0.10584378	0.09925464	0.03361661	-0.24321061	-0.0419316	-0.034657925	0.24061951	-0.21402785	0.30803287	0.121407986	0.11492597	0.13439822	0.09618533	-0.103210226	-0.21082243	-0.046901032	-0.0119024515	-0.88313913	-0.1543934	-0.094114125	-0.028577268	0.17307141	0.5463679	-0.15812755	0.1378644
-0.23169896	-0.023381352	-0.09566449	0.04880947	-0.1672422	0.097165704	-0.07473692	-0.25841957	-0.09889769	-0.06640825	0.14678156	0.13984895	-0.3208885	-0.34874946	-0.21167758	-0.3256128	-0.35217303	0.12213078	0.088213146	-0.17703784	-0.048393846	0.046168923	0.11731644	-0.045076787	0.11551882	-0.0035454035	-0.15364671	-0.27220073	0.28906003	-0.12720826	0.07014708	0.09425107	-0.0018631816	0.03292273	-0.009915173	0.05641511	-0.29058507	-0.29133615	0.16626167	-0.19818038	0.1904163	-0.18700036	-0.36248076	-0.25908977	0.14652604	0.23760432	-0.26813218	0.19018942	0.23501197	0.04317475	-0.07706696	-0.14435945	0.023266539	-0.1926921	-0.15275335	0.060670882	-0.9695875	-0.20534003	-0.14509648	-0.21448085	0.017984599	0.36178017	0.116594404	0.093517065
